日期,经度,纬度,车辆运行模式,制动踏板位置,加速踏板位置,档位,钥匙状态,驾驶模式,车速,电机状态,电机转矩,电机转速,电机控制器电流,电机控制器电压,电机温度,电机控制器温度,总电流,总电压,绝缘阻值,剩余电量,电池最高单体电压,电池最低单体电压,总行驶里程
2018/11/19 17:59:30,0,0,行驶,未踩,0%,D,ON,正常模式,26.25km/h,准备完毕,-7Nm,1886rpm,-13A,113V,15℃,21℃,-9.5A,112V,3000kOhm,32%,3601mV,3595mV,3615.594km
2018/11/19 17:59:32,0,0,行驶,未踩,15%,D,ON,正常模式,24.84375km/h,准备完毕,3.75Nm,1794rpm,7A,112V,15℃,21℃,10.1A,111.6V,3000kOhm,32%,3604mV,3598mV,3615.594km
2018/11/19 17:59:40,0,0,行驶,未踩,0%,D,ON,正常模式,24.14063km/h,准备完毕,0Nm,1737rpm,0A,113V,15℃,21℃,2.7A,111.7V,3000kOhm,32%,3606mV,3598mV,3615.594km
2018/11/19 17:59:42,0,0,行驶,未踩,0%,D,ON,正常模式,21.5km/h,准备完毕,-6Nm,1546rpm,-8A,113V,15℃,21℃,-4.9A,111.9V,3000kOhm,32%,3609mV,3601mV,3615.688km
2018/11/19 17:59:44,0,0,行驶,踩下,0%,D,ON,正常模式,18.25km/h,准备完毕,-9Nm,1298rpm,-10A,113V,15℃,21℃,-6.6A,112V,3000kOhm,32%,3616mV,3608mV,3615.688km
2018/11/19 17:59:46,121.431,31.02844,行驶,未踩,0%,D,ON,正常模式,12.64063km/h,准备完毕,-3Nm,896rpm,-3A,113V,15℃,21℃,0A,111.8V,3000kOhm,32%,3618mV,3611mV,3615.688km
2018/11/19 17:59:48,121.4309,31.02844,行驶,未踩,17%,D,ON,正常模式,10.8125km/h,准备完毕,12.75Nm,789rpm,11A,113V,15℃,21℃,13A,111.5V,2999kOhm,32%,3618mV,3611mV,3615.688km
2018/11/19 17:59:58,0,0,行驶,未踩,19%,D,ON,正常模式,20.71875km/h,准备完毕,10.75Nm,1504rpm,17A,112V,15℃,21℃,19.6A,111.3V,3000kOhm,31%,3599mV,3591mV,3615.688km
2018/11/19 18:02:45,0,0,行驶,未踩,20%,D,ON,正常模式,22.3125km/h,准备完毕,10.75Nm,1618rpm,18A,112V,18℃,24℃,20.9A,111.2V,3000kOhm,31%,3597mV,3588mV,3616.594km
2018/11/19 18:02:47,0,0,行驶,未踩,0%,D,ON,正常模式,22.96875km/h,准备完毕,-7Nm,1655rpm,-10A,112V,18℃,24℃,-7.4A,111.8V,3000kOhm,31%,3596mV,3588mV,3616.594km
2018/11/19 18:02:56,0,0,行驶,未踩,11%,D,ON,正常模式,21.57813km/h,准备完毕,1.75Nm,1555rpm,3A,113V,18℃,24℃,5.8A,111.6V,3000kOhm,31%,3599mV,3591mV,3616.688km
2018/11/19 18:02:58,121.4242,31.02691,行驶,未踩,13%,D,ON,正常模式,20.45313km/h,准备完毕,2.75Nm,1482rpm,4A,112V,18℃,24℃,7.2A,111.5V,3000kOhm,31%,3605mV,3597mV,3616.688km
2018/11/19 18:03:00,121.4241,31.02688,行驶,未踩,18%,D,ON,正常模式,21.09375km/h,准备完毕,8.75Nm,1530rpm,14A,112V,18℃,24℃,16.7A,111.3V,3000kOhm,31%,3607mV,3597mV,3616.688km
2018/11/19 18:03:02,121.424,31.02684,行驶,未踩,7%,D,ON,正常模式,20.5km/h,准备完毕,0Nm,1483rpm,0A,113V,18℃,24℃,2.6A,111.6V,3000kOhm,31%,3605mV,3597mV,3616.688km
2018/11/19 18:03:04,121.424,31.0268,行驶,未踩,0%,D,ON,正常模式,18.01563km/h,准备完毕,-6Nm,1294rpm,-7A,112V,18℃,24℃,-4.1A,111.8V,3000kOhm,31%,3605mV,3597mV,3616.688km
2018/11/19 18:03:08,121.4238,31.02673,行驶,未踩,0%,D,ON,正常模式,16.65625km/h,准备完毕,-6Nm,1196rpm,-6A,112V,18℃,24℃,-3A,111.8V,3000kOhm,31%,3611mV,3603mV,3616.688km
2018/11/19 18:21:03,121.4223,31.02753,行驶,未踩,0%,D,ON,正常模式,12.625km/h,准备完毕,-3Nm,909rpm,-2A,113V,17℃,23℃,0A,111.8V,3000kOhm,31%,3612mV,3604mV,3616.891km
2018/11/19 18:21:05,121.4223,31.0275,行驶,踩下,0%,D,ON,正常模式,10.0625km/h,准备完毕,0Nm,719rpm,0A,113V,17℃,23℃,2.7A,111.8V,3000kOhm,31%,3612mV,3604mV,3616.891km
2018/11/19 18:21:07,121.4222,31.02749,行驶,踩下,0%,D,ON,正常模式,6.84375km/h,准备完毕,0Nm,491rpm,0A,113V,18℃,23℃,2.5A,111.8V,2999kOhm,31%,3613mV,3604mV,3616.891km
2018/11/19 18:21:09,121.4222,31.02748,行驶,未踩,22%,D,ON,正常模式,5.03125km/h,准备完毕,30.75Nm,374rpm,14A,113V,17℃,23℃,18A,111.4V,3000kOhm,31%,3613mV,3606mV,3616.891km
2018/11/19 18:21:11,121.4221,31.02748,行驶,未踩,24%,D,ON,正常模式,7.78125km/h,准备完毕,31.75Nm,575rpm,23A,112V,17℃,23℃,25.8A,111.2V,3000kOhm,31%,3613mV,3606mV,3616.891km
2018/11/19 18:21:13,121.4221,31.02753,行驶,未踩,24%,D,ON,正常模式,12.45313km/h,准备完毕,27.75Nm,912rpm,30A,112V,17℃,23℃,31.5A,111V,3000kOhm,31%,3605mV,3598mV,3616.891km
2018/11/19 18:21:15,121.4221,31.02759,行驶,未踩,15%,D,ON,正常模式,14.09375km/h,准备完毕,7.75Nm,1020rpm,8A,112V,17℃,23℃,11.6A,111.5V,3000kOhm,31%,3599mV,3591mV,3616.891km
2018/11/19 18:21:21,121.422,31.02776,行驶,未踩,0%,D,ON,正常模式,9.671875km/h,准备完毕,0Nm,681rpm,0A,112V,17℃,23℃,2.6A,111.7V,3000kOhm,30%,3609mV,3601mV,3617km
2018/11/19 18:21:31,0,0,行驶,未踩,15%,D,ON,正常模式,19.64063km/h,准备完毕,5.75Nm,1425rpm,9A,112V,18℃,23℃,9.9A,111.5V,2999kOhm,30%,3598mV,3591mV,3617km
2018/11/19 18:21:43,0,0,行驶,未踩,22%,D,ON,正常模式,21.64063km/h,准备完毕,15.75Nm,1570rpm,26A,112V,18℃,23℃,25.3A,111.3V,3000kOhm,30%,3601mV,3594mV,3617.094km
2018/11/19 18:21:53,0,0,行驶,未踩,19%,D,ON,正常模式,31.40625km/h,准备完毕,6.75Nm,2272rpm,16A,112V,18℃,24℃,21A,111V,3000kOhm,30%,3587mV,3579mV,3617.094km
2018/11/19 18:22:05,0,0,行驶,未踩,22%,D,ON,正常模式,22.70313km/h,准备完毕,15.75Nm,1648rpm,27A,112V,18℃,24℃,30.1A,110.9V,2999kOhm,30%,3607mV,3588mV,3617.188km
2018/11/19 18:22:17,0,0,行驶,未踩,4%,D,ON,正常模式,28.57813km/h,准备完毕,-3Nm,2065rpm,-6A,113V,18℃,24℃,-3A,111.7V,2999kOhm,30%,3599mV,3592mV,3617.297km
2018/11/19 18:22:29,0,0,行驶,未踩,17%,D,ON,正常模式,31.29688km/h,准备完毕,4.75Nm,2268rpm,11A,112V,18℃,23℃,14.1A,111.3V,3000kOhm,30%,3609mV,3600mV,3617.391km
2018/11/19 18:22:43,0,0,行驶,未踩,25%,D,ON,正常模式,31.04688km/h,准备完毕,15.75Nm,2247rpm,36A,111V,18℃,24℃,38.9A,110.7V,3000kOhm,30%,3593mV,3586mV,3617.5km
2018/11/19 18:22:53,0,0,行驶,未踩,27%,D,ON,正常模式,19.78125km/h,准备完毕,21.75Nm,1435rpm,33A,112V,18℃,24℃,30.1A,111.1V,3000kOhm,30%,3610mV,3601mV,3617.594km
2018/11/19 18:23:05,0,0,行驶,未踩,19%,D,ON,正常模式,28.90625km/h,准备完毕,6.75Nm,2092rpm,14A,112V,18℃,24℃,17.4A,111.1V,2999kOhm,30%,3588mV,3581mV,3617.688km
2018/11/19 18:23:15,0,0,行驶,未踩,23%,D,ON,正常模式,21.375km/h,准备完毕,16.5Nm,1550rpm,27A,112V,18℃,24℃,29.9A,110.9V,3000kOhm,30%,3610mV,3604mV,3617.797km
2018/11/19 18:23:23,0,0,行驶,未踩,19%,D,ON,正常模式,22.8125km/h,准备完毕,9.75Nm,1655rpm,17A,112V,18℃,24℃,19.5A,111.1V,3000kOhm,30%,3602mV,3594mV,3617.797km
2018/11/19 18:23:41,0,0,行驶,未踩,21%,D,ON,正常模式,23.375km/h,准备完毕,13.75Nm,1694rpm,24A,112V,18℃,24℃,27.5A,110.9V,3000kOhm,30%,3603mV,3578mV,3617.891km
2018/11/19 18:23:57,0,0,行驶,未踩,20%,D,ON,正常模式,25.57813km/h,准备完毕,8.75Nm,1854rpm,17A,113V,19℃,25℃,19.5A,111V,3000kOhm,30%,3585mV,3578mV,3618km
2018/11/20 14:12:30,0,0,行驶,未踩,15%,D,ON,正常模式,17.34375km/h,准备完毕,6.75Nm,1257rpm,9A,112V,17℃,21℃,11.5A,111.4V,3000kOhm,29%,3602mV,3595mV,3619.594km
2018/11/20 14:12:32,0,0,行驶,未踩,14%,D,ON,正常模式,17.35938km/h,准备完毕,5.75Nm,1255rpm,8A,112V,17℃,21℃,8.9A,111.4V,2999kOhm,29%,3602mV,3595mV,3619.594km
2018/11/20 14:12:34,0,0,行驶,未踩,12%,D,ON,正常模式,17.375km/h,准备完毕,3.75Nm,1255rpm,5A,112V,17℃,21℃,6.3A,111.5V,3000kOhm,29%,3602mV,3595mV,3619.688km
2018/11/20 14:12:36,0,0,行驶,未踩,7%,D,ON,正常模式,16.42188km/h,准备完毕,0Nm,1186rpm,0A,112V,17℃,21℃,1.1A,111.6V,3000kOhm,29%,3603mV,3597mV,3619.688km
2018/11/20 14:12:38,0,0,行驶,未踩,11%,D,ON,正常模式,15.65625km/h,准备完毕,2.75Nm,1130rpm,3A,112V,17℃,21℃,4.7A,111.5V,3000kOhm,29%,3606mV,3598mV,3619.688km
2018/11/20 14:12:40,0,0,行驶,未踩,17%,D,ON,正常模式,15.65625km/h,准备完毕,10.75Nm,1133rpm,13A,112V,17℃,21℃,14.2A,111.3V,3000kOhm,29%,3606mV,3598mV,3619.688km
2018/11/20 14:12:42,0,0,行驶,未踩,17%,D,ON,正常模式,16.89063km/h,准备完毕,9.75Nm,1227rpm,13A,112V,17℃,21℃,13.5A,111.3V,3000kOhm,29%,3605mV,3598mV,3619.688km
2018/11/20 14:12:44,0,0,行驶,未踩,19%,D,ON,正常模式,18.17188km/h,准备完毕,11.75Nm,1320rpm,16A,111V,17℃,21℃,17.5A,111.2V,3000kOhm,29%,3599mV,3592mV,3619.688km
2018/11/20 14:12:46,0,0,行驶,未踩,1%,D,ON,正常模式,18km/h,准备完毕,-5Nm,1296rpm,-6A,112V,17℃,22℃,-4.9A,111.8V,2999kOhm,29%,3599mV,3590mV,3619.688km
2018/11/20 14:12:48,0,0,行驶,未踩,0%,D,ON,正常模式,15.42188km/h,准备完毕,-6Nm,1108rpm,-6A,113V,17℃,21℃,-4.3A,111.8V,3000kOhm,29%,3602mV,3594mV,3619.688km
2018/11/20 14:12:50,0,0,行驶,未踩,9%,D,ON,正常模式,13.01563km/h,准备完毕,0.75Nm,940rpm,1A,112V,17℃,22℃,1.3A,111.6V,3000kOhm,29%,3610mV,3604mV,3619.688km
2018/11/20 14:12:52,0,0,行驶,未踩,10%,D,ON,正常模式,12.84375km/h,准备完毕,2.75Nm,926rpm,3A,112V,17℃,22℃,4.1A,111.6V,3000kOhm,29%,3610mV,3604mV,3619.688km
2018/11/20 14:12:54,0,0,行驶,未踩,11%,D,ON,正常模式,11.92188km/h,准备完毕,3.75Nm,862rpm,4A,113V,17℃,22℃,6.1A,111.5V,2999kOhm,29%,3607mV,3601mV,3619.688km
2018/11/20 14:12:56,0,0,行驶,未踩,0%,D,ON,正常模式,10.92188km/h,准备完毕,0Nm,788rpm,0A,113V,17℃,22℃,2.1A,111.6V,3000kOhm,29%,3607mV,3598mV,3619.688km
2018/11/20 14:12:58,0,0,行驶,踩下,0%,D,ON,正常模式,8.9375km/h,准备完毕,0Nm,637rpm,0A,113V,17℃,21℃,1.3A,111.6V,3000kOhm,29%,3607mV,3600mV,3619.797km
2018/11/20 14:13:00,0,0,行驶,踩下,0%,D,ON,正常模式,6.8125km/h,准备完毕,0Nm,482rpm,0A,112V,18℃,21℃,1.1A,111.6V,3000kOhm,29%,3607mV,3600mV,3619.797km
2018/11/20 14:13:02,0,0,行驶,踩下,0%,D,ON,正常模式,3.6875km/h,准备完毕,0Nm,262rpm,0A,113V,18℃,21℃,1.9A,111.6V,3000kOhm,29%,3607mV,3600mV,3619.797km
2018/11/20 14:13:04,0,0,行驶,未踩,22%,D,ON,正常模式,4.984375km/h,准备完毕,30.75Nm,378rpm,15A,112V,17℃,21℃,20.1A,111.2V,3000kOhm,29%,3607mV,3600mV,3619.797km
2018/11/20 14:13:06,0,0,行驶,未踩,22%,D,ON,正常模式,9.84375km/h,准备完毕,25.75Nm,722rpm,21A,112V,17℃,22℃,24.2A,111.1V,3000kOhm,29%,3607mV,3600mV,3619.797km
2018/11/20 14:13:08,0,0,行驶,未踩,22%,D,ON,正常模式,13.34375km/h,准备完毕,22.75Nm,975rpm,25A,112V,17℃,22℃,27.5A,111V,3000kOhm,29%,3595mV,3588mV,3619.797km
2018/11/20 14:13:10,0,0,行驶,未踩,23%,D,ON,正常模式,16.78125km/h,准备完毕,20.75Nm,1223rpm,28A,111V,17℃,22℃,29.7A,110.9V,3000kOhm,29%,3593mV,3585mV,3619.797km
2018/11/20 14:13:12,0,0,行驶,未踩,23%,D,ON,正常模式,19.8125km/h,准备完毕,18.5Nm,1441rpm,29A,112V,17℃,22℃,30.2A,110.8V,3000kOhm,29%,3591mV,3582mV,3619.797km
2018/11/20 14:13:14,0,0,行驶,未踩,17%,D,ON,正常模式,19.89063km/h,准备完毕,7.75Nm,1441rpm,12A,111V,17℃,22℃,12.5A,111.3V,2999kOhm,29%,3589mV,3582mV,3619.797km
2018/11/20 14:13:16,0,0,行驶,未踩,19%,D,ON,正常模式,20.57813km/h,准备完毕,9.75Nm,1493rpm,15A,112V,17℃,22℃,16.9A,111.2V,3000kOhm,29%,3591mV,3583mV,3619.797km
2018/11/20 14:13:18,0,0,行驶,未踩,19%,D,ON,正常模式,21.375km/h,准备完毕,9.75Nm,1546rpm,15A,112V,17℃,22℃,16.6A,111.2V,2999kOhm,29%,3595mV,3588mV,3619.797km
2018/11/20 14:13:20,0,0,行驶,未踩,22%,D,ON,正常模式,22.64063km/h,准备完毕,14.75Nm,1650rpm,26A,112V,18℃,22℃,26.9A,110.9V,3000kOhm,29%,3595mV,3588mV,3619.797km
2018/11/20 14:13:22,0,0,行驶,未踩,21%,D,ON,正常模式,23.9375km/h,准备完毕,10.75Nm,1737rpm,19A,111V,18℃,22℃,22.5A,111V,3000kOhm,28%,3592mV,3585mV,3619.891km
2018/11/20 14:13:24,0,0,行驶,未踩,16%,D,ON,正常模式,24.64063km/h,准备完毕,5.75Nm,1782rpm,11A,112V,18℃,22℃,12A,111.2V,3000kOhm,28%,3591mV,3582mV,3619.891km
2018/11/20 14:13:26,0,0,行驶,未踩,9%,D,ON,正常模式,24.0625km/h,准备完毕,0.75Nm,1736rpm,2A,113V,18℃,22℃,4.8A,111.4V,3000kOhm,28%,3592mV,3585mV,3619.891km
2018/11/20 14:13:28,0,0,行驶,未踩,4%,D,ON,正常模式,21.70313km/h,准备完毕,-3Nm,1562rpm,-5A,112V,18℃,22℃,-2.8A,111.6V,2999kOhm,28%,3596mV,3588mV,3619.891km
2018/11/20 14:13:30,0,0,行驶,未踩,12%,D,ON,正常模式,20.09375km/h,准备完毕,2.75Nm,1447rpm,4A,112V,18℃,22℃,5.5A,111.4V,3000kOhm,28%,3606mV,3597mV,3619.891km
2018/11/20 14:13:32,0,0,行驶,未踩,19%,D,ON,正常模式,20.04688km/h,准备完毕,10.75Nm,1455rpm,16A,112V,18℃,22℃,18.1A,111.1V,3000kOhm,28%,3608mV,3599mV,3619.891km
2018/11/20 14:13:34,0,0,行驶,未踩,19%,D,ON,正常模式,21.14063km/h,准备完毕,9.75Nm,1532rpm,16A,111V,18℃,22℃,16.9A,111.1V,3000kOhm,28%,3602mV,3594mV,3619.891km
2018/11/20 14:13:36,0,0,行驶,未踩,18%,D,ON,正常模式,21.34375km/h,准备完毕,7.75Nm,1548rpm,12A,112V,18℃,22℃,13.8A,111.3V,3000kOhm,28%,3596mV,3589mV,3619.891km
2018/11/20 14:13:38,0,0,行驶,未踩,18%,D,ON,正常模式,21.9375km/h,准备完毕,8.75Nm,1591rpm,15A,112V,18℃,22℃,15.6A,111.2V,3000kOhm,28%,3596mV,3589mV,3619.891km
2018/11/20 14:13:40,0,0,行驶,未踩,10%,D,ON,正常模式,22.25km/h,准备完毕,0.75Nm,1607rpm,2A,112V,18℃,23℃,2.9A,111.4V,3000kOhm,28%,3596mV,3589mV,3620km
2018/11/20 14:13:42,0,0,行驶,未踩,9%,D,ON,正常模式,21.59375km/h,准备完毕,0.75Nm,1560rpm,2A,112V,18℃,22℃,2.8A,111.5V,3000kOhm,28%,3597mV,3589mV,3620km
2018/11/20 14:13:44,0,0,行驶,未踩,0%,D,ON,正常模式,19.65625km/h,准备完毕,-6Nm,1411rpm,-8A,112V,18℃,22℃,-6.2A,111.7V,3000kOhm,28%,3602mV,3596mV,3620km
2018/11/20 14:13:46,0,0,行驶,踩下,0%,D,ON,正常模式,15.42188km/h,准备完毕,-6Nm,1099rpm,-6A,112V,18℃,22℃,-4.2A,111.7V,3000kOhm,28%,3605mV,3598mV,3620km
2018/11/20 14:13:48,0,0,行驶,未踩,23%,D,ON,正常模式,15.9375km/h,准备完毕,22.75Nm,1164rpm,30A,111V,18℃,23℃,30.7A,110.8V,3000kOhm,28%,3609mV,3602mV,3620km
2018/11/20 14:13:50,0,0,行驶,未踩,22%,D,ON,正常模式,19.42188km/h,准备完毕,17.5Nm,1413rpm,26A,111V,18℃,23℃,25.6A,110.9V,2999kOhm,28%,3584mV,3575mV,3620km
2018/11/20 14:13:52,0,0,行驶,未踩,24%,D,ON,正常模式,22.4375km/h,准备完毕,17.5Nm,1630rpm,31A,111V,18℃,23℃,31.7A,110.7V,3000kOhm,28%,3580mV,3571mV,3620km
2018/11/20 14:13:54,0,0,行驶,未踩,19%,D,ON,正常模式,24.09375km/h,准备完毕,8.75Nm,1746rpm,16A,112V,18℃,23℃,17A,111.1V,2999kOhm,28%,3583mV,3576mV,3620km
2018/11/20 14:13:56,0,0,行驶,未踩,15%,D,ON,正常模式,24.15625km/h,准备完毕,4.75Nm,1741rpm,9A,112V,18℃,23℃,8.1A,111.3V,2999kOhm,28%,3589mV,3581mV,3620.094km
2018/11/20 14:13:58,0,0,行驶,未踩,16%,D,ON,正常模式,23.92188km/h,准备完毕,5.75Nm,1727rpm,10A,112V,18℃,23℃,11.7A,111.2V,3000kOhm,28%,3595mV,3586mV,3620.094km
2018/11/20 14:14:00,0,0,行驶,未踩,16%,D,ON,正常模式,23.96875km/h,准备完毕,5.75Nm,1735rpm,10A,112V,18℃,23℃,11.6A,111.2V,3000kOhm,28%,3597mV,3589mV,3620.094km
2018/11/20 14:14:02,0,0,行驶,未踩,16%,D,ON,正常模式,23.98438km/h,准备完毕,5.75Nm,1736rpm,11A,111V,18℃,23℃,11.8A,111.2V,3000kOhm,28%,3597mV,3589mV,3620.094km
2018/11/20 14:14:04,0,0,行驶,未踩,19%,D,ON,正常模式,24.26563km/h,准备完毕,9.75Nm,1758rpm,18A,111V,18℃,23℃,18.8A,111V,3000kOhm,28%,3597mV,3589mV,3620.094km
2018/11/20 14:14:06,0,0,行驶,未踩,20%,D,ON,正常模式,25.21875km/h,准备完毕,10.75Nm,1830rpm,20A,112V,18℃,23℃,20A,111V,3000kOhm,28%,3595mV,3588mV,3620.094km
2018/11/20 14:14:08,0,0,行驶,未踩,18%,D,ON,正常模式,25.82813km/h,准备完毕,6.75Nm,1869rpm,13A,112V,18℃,23℃,14A,111.1V,2999kOhm,28%,3593mV,3585mV,3620.094km
2018/11/20 14:14:10,0,0,行驶,未踩,17%,D,ON,正常模式,25.90625km/h,准备完毕,6.75Nm,1876rpm,13A,112V,18℃,23℃,14.5A,111.1V,3000kOhm,28%,3593mV,3585mV,3620.094km
2018/11/20 14:14:12,0,0,行驶,未踩,18%,D,ON,正常模式,26.21875km/h,准备完毕,6.75Nm,1900rpm,14A,112V,18℃,23℃,14.7A,111.1V,3000kOhm,28%,3593mV,3585mV,3620.188km
2018/11/20 14:14:14,0,0,行驶,未踩,18%,D,ON,正常模式,26.3125km/h,准备完毕,6.75Nm,1905rpm,13A,112V,18℃,23℃,14.5A,111.1V,3000kOhm,28%,3593mV,3585mV,3620.188km
2018/11/20 14:14:16,0,0,行驶,未踩,18%,D,ON,正常模式,26.35938km/h,准备完毕,6.75Nm,1907rpm,13A,112V,18℃,23℃,14.8A,111.1V,3000kOhm,28%,3593mV,3587mV,3620.188km
2018/11/20 14:14:18,0,0,行驶,未踩,18%,D,ON,正常模式,26.45313km/h,准备完毕,6.75Nm,1913rpm,13A,112V,18℃,23℃,14.9A,111.1V,3000kOhm,28%,3594mV,3587mV,3620.188km
2018/11/20 14:14:20,0,0,行驶,未踩,14%,D,ON,正常模式,25.76563km/h,准备完毕,3.25Nm,1861rpm,7A,112V,18℃,23℃,8A,111.3V,3000kOhm,28%,3594mV,3587mV,3620.188km
2018/11/20 14:14:22,0,0,行驶,未踩,15%,D,ON,正常模式,24.9375km/h,准备完毕,3.75Nm,1802rpm,7A,112V,18℃,23℃,8.5A,111.3V,3000kOhm,28%,3594mV,3588mV,3620.188km
2018/11/20 14:14:24,0,0,行驶,未踩,16%,D,ON,正常模式,24.03125km/h,准备完毕,5.75Nm,1738rpm,10A,112V,18℃,23℃,11.7A,111.2V,3000kOhm,28%,3597mV,3590mV,3620.188km
2018/11/20 14:14:26,0,0,行驶,未踩,21%,D,ON,正常模式,23.76563km/h,准备完毕,11.75Nm,1719rpm,21A,111V,18℃,23℃,21.9A,110.9V,2999kOhm,28%,3597mV,3590mV,3620.297km
2018/11/20 14:14:28,0,0,行驶,未踩,19%,D,ON,正常模式,24.26563km/h,准备完毕,8.75Nm,1758rpm,16A,112V,18℃,23℃,17.3A,111V,3000kOhm,28%,3595mV,3588mV,3620.297km
2018/11/20 14:14:30,0,0,行驶,未踩,19%,D,ON,正常模式,24.21875km/h,准备完毕,8.75Nm,1756rpm,15A,113V,18℃,23℃,17.4A,111V,3000kOhm,28%,3592mV,3585mV,3620.297km
2018/11/20 14:14:32,0,0,行驶,未踩,18%,D,ON,正常模式,23.67188km/h,准备完毕,7.75Nm,1713rpm,14A,112V,18℃,23℃,16.7A,111V,3000kOhm,28%,3591mV,3584mV,3620.297km
2018/11/20 14:14:34,0,0,行驶,未踩,13%,D,ON,正常模式,22.48438km/h,准备完毕,2.75Nm,1614rpm,5A,112V,18℃,23℃,6.1A,111.3V,3000kOhm,28%,3591mV,3584mV,3620.297km
2018/11/20 14:14:36,0,0,行驶,未踩,0%,D,ON,正常模式,21.375km/h,准备完毕,-6Nm,1540rpm,-8A,112V,18℃,23℃,-5.8A,111.6V,3000kOhm,28%,3593mV,3585mV,3620.297km
2018/11/20 14:14:38,0,0,行驶,踩下,0%,D,ON,正常模式,16.48438km/h,准备完毕,-7Nm,1175rpm,-7A,113V,18℃,23℃,-5.8A,111.6V,3000kOhm,28%,3601mV,3593mV,3620.297km
2018/11/20 14:14:40,121.4376,31.02856,行驶,踩下,0%,D,ON,正常模式,10.42188km/h,准备完毕,0Nm,744rpm,0A,113V,18℃,23℃,1.3A,111.5V,3000kOhm,28%,3606mV,3596mV,3620.297km
2018/11/20 14:14:42,121.4375,31.02861,行驶,未踩,18%,D,ON,正常模式,11.40625km/h,准备完毕,13.75Nm,833rpm,12A,113V,18℃,23℃,11.5A,111.3V,3000kOhm,28%,3606mV,3599mV,3620.297km
2018/11/20 14:14:44,121.4375,31.02863,行驶,未踩,17%,D,ON,正常模式,13.5km/h,准备完毕,11.75Nm,981rpm,12A,112V,18℃,23℃,15.5A,111.1V,3000kOhm,28%,3600mV,3593mV,3620.391km
2018/11/20 14:14:46,121.4374,31.02863,行驶,未踩,19%,D,ON,正常模式,15.34375km/h,准备完毕,14.75Nm,1120rpm,18A,112V,18℃,23℃,19A,111V,3000kOhm,28%,3597mV,3589mV,3620.391km
2018/11/20 14:14:48,121.4373,31.02862,行驶,未踩,22%,D,ON,正常模式,18.28125km/h,准备完毕,16.5Nm,1332rpm,24A,111V,18℃,24℃,25.7A,110.8V,3000kOhm,28%,3595mV,3588mV,3620.391km
2018/11/20 14:14:50,121.4372,31.02859,行驶,未踩,21%,D,ON,正常模式,20.96875km/h,准备完毕,13.75Nm,1528rpm,22A,112V,18℃,24℃,24.8A,110.8V,2999kOhm,28%,3589mV,3580mV,3620.391km
2018/11/20 14:14:52,121.4371,31.02856,行驶,未踩,20%,D,ON,正常模式,23.40625km/h,准备完毕,10.75Nm,1696rpm,19A,112V,18℃,24℃,22A,110.9V,3000kOhm,28%,3586mV,3579mV,3620.391km
2018/11/20 14:14:54,121.437,31.02852,行驶,未踩,19%,D,ON,正常模式,24.625km/h,准备完毕,8.75Nm,1787rpm,16A,111V,18℃,24℃,17.5A,111V,3000kOhm,28%,3586mV,3579mV,3620.391km
2018/11/20 14:14:56,0,0,行驶,未踩,19%,D,ON,正常模式,25.6875km/h,准备完毕,7.75Nm,1859rpm,15A,112V,18℃,24℃,18.1A,111V,3000kOhm,28%,3588mV,3580mV,3620.391km
2018/11/20 14:14:58,0,0,行驶,未踩,17%,D,ON,正常模式,25.51563km/h,准备完毕,5.75Nm,1853rpm,11A,112V,19℃,24℃,12.7A,111.1V,3000kOhm,28%,3589mV,3580mV,3620.391km
2018/11/20 14:15:00,0,0,行驶,未踩,13%,D,ON,正常模式,25.48438km/h,准备完毕,2.75Nm,1841rpm,6A,112V,19℃,24℃,6.8A,111.3V,3000kOhm,28%,3592mV,3584mV,3620.5km
2018/11/20 14:15:02,0,0,行驶,未踩,15%,D,ON,正常模式,25.03125km/h,准备完毕,3.75Nm,1807rpm,7A,112V,19℃,24℃,8.5A,111.2V,3000kOhm,28%,3595mV,3588mV,3620.5km
2018/11/20 14:15:04,0,0,行驶,未踩,21%,D,ON,正常模式,24.8125km/h,准备完毕,12.75Nm,1798rpm,24A,111V,19℃,24℃,24.8A,110.9V,3000kOhm,28%,3596mV,3589mV,3620.5km
2018/11/20 14:15:06,0,0,行驶,未踩,18%,D,ON,正常模式,25.625km/h,准备完毕,7.75Nm,1855rpm,15A,111V,19℃,24℃,16.1A,111V,3000kOhm,28%,3596mV,3589mV,3620.5km
2018/11/20 14:15:08,0,0,行驶,未踩,15%,D,ON,正常模式,25.46875km/h,准备完毕,3.75Nm,1848rpm,8A,111V,19℃,24℃,8.7A,111.2V,3000kOhm,28%,3592mV,3585mV,3620.5km
2018/11/20 14:15:10,0,0,行驶,未踩,15%,D,ON,正常模式,24.5km/h,准备完毕,3.75Nm,1764rpm,7A,112V,19℃,24℃,8.3A,111.3V,2999kOhm,28%,3592mV,3585mV,3620.5km
2018/11/20 14:15:12,0,0,行驶,未踩,0%,D,ON,正常模式,22.98438km/h,准备完毕,-7Nm,1655rpm,-10A,112V,19℃,24℃,-8.8A,111.6V,3000kOhm,28%,3595mV,3588mV,3620.5km
2018/11/20 14:15:14,0,0,行驶,未踩,0%,D,ON,正常模式,19.89063km/h,准备完毕,-6Nm,1433rpm,-8A,113V,19℃,24℃,-6.3A,111.6V,3000kOhm,28%,3602mV,3592mV,3620.5km
