日期,经度,纬度,车辆运行模式,制动踏板位置,加速踏板位置,档位,钥匙状态,驾驶模式,车速,电机状态,电机转矩,电机转速,电机控制器电流,电机控制器电压,电机温度,电机控制器温度,总电流,总电压,绝缘阻值,剩余电量,电池最高单体电压,电池最低单体电压,总行驶里程
2018/11/27 14:50:39,121.438,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.4A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:41,121.438,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.5A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:43,121.438,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.3A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:45,121.438,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.7A,0V,2999kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:47,121.438,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:49,121.438,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:51,121.438,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.1A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:53,121.438,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.8A,0V,2999kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:55,121.438,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.3A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:57,121.438,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.5A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:50:59,121.438,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.9A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:01,121.438,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,2999kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:03,121.438,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.1A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:05,121.438,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:07,121.438,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.6A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:09,121.438,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.1A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:11,121.438,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.4A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:13,121.438,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:15,121.438,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:17,121.438,31.03259,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.1A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:19,121.438,31.03259,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:21,121.438,31.03259,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:23,121.438,31.03259,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:25,121.438,31.03259,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.4A,0V,2999kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:27,121.4379,31.03259,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.4A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:29,121.4379,31.03259,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.9A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:31,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.6A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:33,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.3A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:35,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:37,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:39,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:41,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.6A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:43,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.7A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:45,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.6A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:51:47,121.4379,31.03258,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14A,0V,3000kOhm,39%,3697mV,3691mV,3636.797km
2018/11/27 14:53:31,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,39%,3699mV,3693mV,3636.797km
2018/11/27 14:53:33,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,39%,3699mV,3693mV,3636.797km
2018/11/27 14:53:35,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3699mV,3693mV,3636.797km
2018/11/27 14:53:37,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.6A,0V,3000kOhm,39%,3699mV,3693mV,3636.797km
2018/11/27 14:53:39,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3699mV,3693mV,3636.797km
2018/11/27 14:53:41,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.4A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:43,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.4A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:45,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:47,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:49,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:51,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:53,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.5A,0V,2999kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:55,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:57,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.4A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:53:59,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.5A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:01,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.5A,0V,2999kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:03,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.1A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:05,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:07,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:09,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:11,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:13,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:15,121.4379,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:17,121.4379,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:19,121.4379,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:21,121.4379,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:23,121.4379,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.6A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:25,121.4379,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.3A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:27,121.4379,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.3A,0V,2999kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:29,121.438,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:31,121.438,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.1A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:33,121.438,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:35,121.438,31.03265,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.6A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:37,121.438,31.03265,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:39,121.438,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.7A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:41,121.438,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:43,121.438,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:45,121.438,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:47,121.438,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:49,121.4379,31.03264,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.5A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:51,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.3A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:53,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:55,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:57,121.4379,31.03263,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:54:59,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:55:01,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:55:03,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.5A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:55:05,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.3A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:55:07,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:55:09,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.6A,0V,2999kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:55:11,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:55:13,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.8A,0V,3000kOhm,39%,3700mV,3693mV,3636.797km
2018/11/27 14:55:15,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:17,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:19,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:21,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:23,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.9A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:25,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.3A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:27,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.1A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:29,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.2A,0V,2999kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:31,121.4379,31.03262,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.9A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:33,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.8A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:35,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:37,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.8A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:39,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:41,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.6A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:43,121.4379,31.03261,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.4A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:45,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.5A,0V,2999kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:47,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.5A,0V,3000kOhm,39%,3700mV,3694mV,3636.797km
2018/11/27 14:55:49,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.9A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:55:51,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:55:53,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.1A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:55:55,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:55:57,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:55:59,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:01,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.5A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:03,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:05,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.4A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:07,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:09,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13A,0V,2999kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:11,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-12.9A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:13,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.1A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:15,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.2A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:17,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-13.5A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:19,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.3A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
2018/11/27 14:56:21,121.4379,31.0326,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,0A,111V,21℃,27℃,-14.6A,0V,3000kOhm,40%,3700mV,3694mV,3636.797km
