日期,经度,纬度,车辆运行模式,制动踏板位置,加速踏板位置,档位,钥匙状态,驾驶模式,车速,电机状态,电机转矩,电机转速,电机控制器电流,电机控制器电压,电机温度,电机控制器温度,总电流,总电压,绝缘阻值,剩余电量,电池最高单体电压,电池最低单体电压,总行驶里程
2019/1/2 13:39:14,121.4125,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.7A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:16,121.4125,31.00889,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:18,121.4125,31.00889,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:20,121.4125,31.00889,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.7A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:22,121.4125,31.00891,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:24,121.4125,31.00893,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:26,121.4125,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:28,121.4125,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.1A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:30,121.4125,31.00892,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.1A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:32,121.4125,31.0089,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:34,121.4125,31.00892,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.3A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:36,121.4125,31.00893,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:38,121.4125,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:40,121.4125,31.00895,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.4A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:42,121.4125,31.00896,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.6A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:44,121.4125,31.00895,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.9A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:46,121.4125,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:48,121.4125,31.00893,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:50,121.4125,31.00893,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:52,121.4125,31.00893,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.3A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:54,121.4125,31.00892,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:54,121.4125,31.00892,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:56,121.4125,31.00891,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.9A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:39:58,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.5A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:00,121.4126,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:02,121.4126,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:04,121.4126,31.00886,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-12.9A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:06,121.4126,31.00886,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-12.9A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:08,121.4126,31.00886,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:10,121.4126,31.00886,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:12,121.4126,31.00886,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,3000kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:14,121.4126,31.00886,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,2999kOhm,42%,3706mV,3699mV,10311.59km
2019/1/2 13:40:16,121.4126,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:18,121.4126,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:20,121.4126,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:22,121.4126,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:24,121.4126,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:26,121.4126,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.3A,0V,2999kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:28,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.7A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:30,121.4126,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:32,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.3A,0V,2999kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:34,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.5A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:36,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.3A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:38,121.4125,31.00889,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.8A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:40,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.4A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:42,121.4125,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:44,121.4125,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,2999kOhm,42%,3706mV,3701mV,10311.59km
2019/1/2 13:40:46,121.4125,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,2999kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:40:48,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:40:50,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:40:52,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.6A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:40:54,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.5A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:40:56,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.4A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:40:58,121.4124,31.00889,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:00,121.4124,31.00889,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:02,121.4124,31.0089,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.4A,0V,2999kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:04,121.4124,31.0089,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.5A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:06,121.4124,31.00891,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:08,121.4124,31.00891,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:10,121.4124,31.00891,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.5A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:12,121.4124,31.00891,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:14,121.4124,31.00891,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.8A,0V,2999kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:16,121.4124,31.0089,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.3A,0V,2999kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:18,121.4124,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:20,121.4125,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.3A,0V,3000kOhm,42%,3707mV,3701mV,10311.59km
2019/1/2 13:41:22,121.4125,31.00885,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.7A,0V,3000kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:24,121.4125,31.00884,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.1A,0V,3000kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:26,121.4125,31.00883,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,2999kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:28,121.4125,31.00883,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.5A,0V,3000kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:30,121.4125,31.00885,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,2999kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:32,121.4125,31.00883,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,2999kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:34,121.4125,31.00884,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.1A,0V,2999kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:36,121.4125,31.00883,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.6A,0V,3000kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:38,121.4125,31.00882,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.7A,0V,3000kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:40,121.4125,31.0088,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.4A,0V,3000kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:42,121.4125,31.0088,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:44,121.4125,31.00881,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:46,121.4125,31.00881,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,2999kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:48,121.4125,31.00882,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,2999kOhm,42%,3708mV,3701mV,10311.59km
2019/1/2 13:41:50,121.4125,31.00883,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,2999kOhm,42%,3708mV,3702mV,10311.59km
2019/1/2 13:41:52,121.4125,31.00883,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:41:54,121.4125,31.00883,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:41:56,121.4125,31.00884,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:41:58,121.4125,31.00884,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.3A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:00,121.4125,31.00885,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.3A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:02,121.4125,31.00885,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.4A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:04,121.4125,31.00885,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.6A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:06,121.4125,31.00886,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.6A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:08,121.4125,31.00887,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.7A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:10,121.4125,31.00888,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.8A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:12,121.4125,31.00889,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.8A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:14,121.4125,31.0089,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:16,121.4125,31.00891,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.1A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:18,121.4125,31.00892,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:20,121.4125,31.00893,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.3A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:22,121.4125,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:24,121.4125,31.00895,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.5A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:26,121.4125,31.00896,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.5A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:28,121.4125,31.00895,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:30,121.4125,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.5A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:32,121.4125,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:34,121.4125,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:36,121.4125,31.00893,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:38,121.4124,31.00895,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:40,121.4124,31.00895,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:42,121.4124,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.5A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:44,121.4124,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:46,121.4124,31.00894,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.1A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:48,121.4124,31.00895,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.3A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:50,121.4124,31.00896,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.7A,0V,3000kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:52,121.4124,31.00896,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.2A,0V,2999kOhm,43%,3708mV,3702mV,10311.59km
2019/1/2 13:42:54,121.4124,31.00897,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,43%,3709mV,3702mV,10311.59km
2019/1/2 13:42:56,121.4124,31.00899,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14.4A,0V,3000kOhm,43%,3709mV,3702mV,10311.59km
2019/1/2 13:42:58,121.4124,31.00899,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-14A,0V,2999kOhm,43%,3709mV,3702mV,10311.59km
2019/1/2 13:43:00,121.4124,31.00899,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.4A,0V,3000kOhm,43%,3709mV,3702mV,10311.59km
2019/1/2 13:43:02,121.4124,31.009,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.3A,0V,3000kOhm,43%,3709mV,3702mV,10311.59km
2019/1/2 13:43:04,121.4124,31.009,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13A,0V,3000kOhm,43%,3709mV,3702mV,10311.59km
2019/1/2 13:43:06,121.4124,31.009,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.2A,0V,2999kOhm,43%,3710mV,3702mV,10311.59km
2019/1/2 13:43:08,121.4124,31.009,充电,未踩,0%,P,OFF,正常模式,0km/h,高压自检通过,0Nm,0rpm,-1A,113V,16℃,18℃,-13.6A,0V,3000kOhm,43%,3710mV,3702mV,10311.59km
