日期,经度,纬度,车辆运行模式,制动踏板位置,加速踏板位置,档位,钥匙状态,驾驶模式,车速,电机状态,电机转矩,电机转速,电机控制器电流,电机控制器电压,电机温度,电机控制器温度,总电流,总电压,绝缘阻值,剩余电量,电池最高单体电压,电池最低单体电压,总行驶里程
2019/1/1 15:15:01,0,0,行驶,未踩,16%,D,ON,正常模式,3.125km/h,准备完毕,18Nm,238rpm,8A,115V,2℃,6℃,16.7A,114.8V,3000kOhm,54%,3719mV,3712mV,10293.09km
2019/1/1 15:15:03,0,0,行驶,未踩,11%,D,ON,正常模式,2.6875km/h,准备完毕,7Nm,193rpm,3A,115V,2℃,6℃,13.5A,114.9V,3000kOhm,54%,3717mV,3709mV,10293.09km
2019/1/1 15:15:05,0,0,行驶,未踩,20%,D,ON,正常模式,3.796875km/h,准备完毕,26Nm,287rpm,14A,115V,2℃,6℃,21.3A,114.6V,2999kOhm,54%,3716mV,3709mV,10293.09km
2019/1/1 15:15:07,0,0,行驶,未踩,26%,D,ON,正常模式,7.890625km/h,准备完毕,38Nm,591rpm,33A,114V,2℃,7℃,38.4A,114V,2999kOhm,54%,3715mV,3708mV,10293.09km
2019/1/1 15:15:09,0,0,行驶,未踩,30%,D,ON,正常模式,14.53125km/h,准备完毕,41Nm,1069rpm,55A,113V,2℃,7℃,56.7A,113V,3000kOhm,54%,3663mV,3647mV,10293.09km
2019/1/1 15:15:11,0,0,行驶,未踩,22%,D,ON,正常模式,17.34375km/h,准备完毕,19Nm,1265rpm,26A,114V,2℃,7℃,32.9A,114V,3000kOhm,54%,3678mV,3670mV,10293.09km
2019/1/1 15:15:13,0,0,行驶,未踩,25%,D,ON,正常模式,19.29688km/h,准备完毕,23Nm,1416rpm,36A,114V,2℃,8℃,45.7A,113.5V,2999kOhm,54%,3679mV,3668mV,10293.09km
2019/1/1 15:15:15,0,0,行驶,未踩,0%,D,ON,正常模式,19.84375km/h,准备完毕,0Nm,1456rpm,0A,115V,2℃,8℃,12.5A,114.7V,3000kOhm,54%,3702mV,3696mV,10293.09km
2019/1/1 15:15:17,0,0,行驶,踩下,0%,D,ON,正常模式,16.57813km/h,准备完毕,-7Nm,1175rpm,-6A,115V,2℃,8℃,5.9A,115V,2999kOhm,54%,3720mV,3714mV,10293.19km
2019/1/1 15:15:19,0,0,行驶,踩下,0%,D,ON,正常模式,9.3125km/h,准备完毕,0Nm,657rpm,0A,115V,2℃,8℃,12.8A,114.8V,3000kOhm,54%,3718mV,3710mV,10293.19km
2019/1/1 15:15:21,0,0,行驶,踩下,0%,D,ON,正常模式,5.375km/h,准备完毕,0Nm,377rpm,0A,115V,2℃,8℃,12.9A,114.8V,2999kOhm,54%,3716mV,3709mV,10293.19km
2019/1/1 15:15:23,0,0,行驶,未踩,0%,D,ON,正常模式,4.171875km/h,准备完毕,0Nm,300rpm,0A,115V,2℃,8℃,12.7A,114.8V,3000kOhm,54%,3715mV,3707mV,10293.19km
2019/1/1 15:15:25,0,0,行驶,未踩,20%,D,ON,正常模式,6.59375km/h,准备完毕,23Nm,489rpm,16A,115V,2℃,8℃,23.9A,114.3V,3000kOhm,54%,3715mV,3707mV,10293.19km
2019/1/1 15:15:27,0,0,行驶,未踩,0%,D,ON,正常模式,7.328125km/h,准备完毕,0Nm,519rpm,0A,115V,2℃,8℃,13.3A,114.7V,3000kOhm,54%,3710mV,3701mV,10293.19km
2019/1/1 15:15:29,0,0,行驶,未踩,7%,D,ON,正常模式,4.953125km/h,准备完毕,3Nm,305rpm,0A,115V,3℃,8℃,13.9A,114.7V,3000kOhm,54%,3709mV,3701mV,10293.19km
2019/1/1 15:15:31,0,0,行驶,未踩,21%,D,ON,正常模式,3.609375km/h,准备完毕,30Nm,273rpm,16A,115V,3℃,8℃,22.9A,114.4V,3000kOhm,54%,3710mV,3703mV,10293.19km
2019/1/1 15:15:33,0,0,行驶,未踩,26%,D,ON,正常模式,8.25km/h,准备完毕,37Nm,616rpm,33A,114V,3℃,8℃,37.5A,113.7V,3000kOhm,54%,3707mV,3673mV,10293.19km
2019/1/1 15:15:35,0,0,行驶,未踩,31%,D,ON,正常模式,14.23438km/h,准备完毕,42Nm,1047rpm,56A,113V,3℃,8℃,58.9A,112.8V,3000kOhm,54%,3670mV,3655mV,10293.19km
2019/1/1 15:15:37,0,0,行驶,未踩,35%,D,ON,正常模式,21.21875km/h,准备完毕,45Nm,1564rpm,84A,112V,3℃,8℃,83.6A,111.7V,3000kOhm,54%,3641mV,3626mV,10293.19km
2019/1/1 15:15:39,0,0,行驶,未踩,36%,D,ON,正常模式,28.29688km/h,准备完毕,41Nm,2067rpm,94A,111V,3℃,9℃,99.1A,111.1V,2999kOhm,54%,3604mV,3580mV,10293.19km
2019/1/1 15:15:41,0,0,行驶,未踩,24%,D,ON,正常模式,31.59375km/h,准备完毕,14Nm,2284rpm,31A,114V,3℃,9℃,41.7A,113.3V,3000kOhm,54%,3630mV,3606mV,10293.19km
2019/1/1 15:15:43,0,0,行驶,未踩,19%,D,ON,正常模式,31.1875km/h,准备完毕,7Nm,2256rpm,15A,114V,3℃,10℃,27.2A,113.9V,2999kOhm,54%,3685mV,3675mV,10293.19km
2019/1/1 15:15:45,0,0,行驶,未踩,23%,D,ON,正常模式,31km/h,准备完毕,12Nm,2253rpm,26A,114V,4℃,10℃,38A,113.5V,3000kOhm,54%,3675mV,3667mV,10293.3km
2019/1/1 15:15:47,0,0,行驶,未踩,0%,D,ON,正常模式,30.0625km/h,准备完毕,-7Nm,2161rpm,-12A,115V,4℃,10℃,0A,115V,3000kOhm,54%,3675mV,3667mV,10293.3km
2019/1/1 15:15:49,0,0,行驶,踩下,0%,D,ON,正常模式,21.75km/h,准备完毕,-12Nm,1548rpm,-13A,116V,4℃,10℃,-2.3A,115.1V,2999kOhm,54%,3733mV,3724mV,10293.3km
2019/1/1 15:15:51,0,0,行驶,踩下,0%,D,ON,正常模式,13.01563km/h,准备完毕,-4Nm,912rpm,-3A,115V,4℃,10℃,9.5A,114.7V,3000kOhm,54%,3716mV,3707mV,10293.3km
2019/1/1 15:15:53,0,0,行驶,踩下,0%,D,ON,正常模式,7.140625km/h,准备完毕,0Nm,497rpm,0A,115V,4℃,10℃,12.6A,114.5V,3000kOhm,54%,3717mV,3699mV,10293.3km
2019/1/1 15:15:55,0,0,行驶,踩下,0%,D,ON,正常模式,3.25km/h,准备完毕,0Nm,221rpm,0A,115V,4℃,9℃,12.6A,114.6V,2999kOhm,54%,3708mV,3702mV,10293.3km
2019/1/1 15:15:57,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,0A,115V,4℃,9℃,12.6A,114.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:15:59,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,0A,115V,4℃,9℃,12.5A,114.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:01,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,0A,115V,4℃,9℃,12.5A,114.6V,2999kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:03,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,0A,115V,5℃,9℃,12.5A,114.6V,2999kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:05,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,-1A,115V,5℃,9℃,12.4A,114.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:07,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,-1A,115V,5℃,8℃,12.4A,114.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:09,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,-1A,115V,5℃,8℃,12.4A,114.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:11,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,-1A,115V,5℃,8℃,12.3A,114.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:13,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,-1A,115V,5℃,8℃,12.3A,114.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:15,0,0,行驶,踩下,0%,D,ON,正常模式,0km/h,准备完毕,0Nm,0rpm,-1A,115V,5℃,8℃,12.3A,114.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:17,0,0,行驶,未踩,34%,D,ON,正常模式,2.515625km/h,准备完毕,68Nm,209rpm,42A,114V,4℃,8℃,40.7A,113.6V,3000kOhm,54%,3707mV,3700mV,10293.3km
2019/1/1 15:16:19,0,0,行驶,未踩,19%,D,ON,正常模式,11.70313km/h,准备完毕,17Nm,856rpm,17A,114V,5℃,8℃,27.9A,113.9V,3000kOhm,54%,3654mV,3640mV,10293.3km
2019/1/1 15:16:21,0,0,行驶,未踩,21%,D,ON,正常模式,14.42188km/h,准备完毕,20Nm,1049rpm,24A,114V,4℃,9℃,34.2A,113.7V,2999kOhm,54%,3677mV,3653mV,10293.3km
2019/1/1 15:16:23,0,0,行驶,未踩,19%,D,ON,正常模式,15.71875km/h,准备完毕,14Nm,1139rpm,17A,114V,4℃,9℃,30.1A,113.8V,2999kOhm,54%,3685mV,3676mV,10293.3km
2019/1/1 15:16:25,0,0,行驶,未踩,0%,D,ON,正常模式,14.89063km/h,准备完毕,-5Nm,1067rpm,-4A,115V,4℃,9℃,7.9A,114.7V,3000kOhm,54%,3696mV,3689mV,10293.3km
2019/1/1 15:16:27,0,0,行驶,踩下,0%,D,ON,正常模式,9.6875km/h,准备完毕,0Nm,674rpm,0A,115V,5℃,9℃,12.4A,114.5V,2999kOhm,54%,3707mV,3691mV,10293.3km
2019/1/1 15:16:29,0,0,行驶,踩下,0%,D,ON,正常模式,5.234375km/h,准备完毕,0Nm,373rpm,0A,115V,5℃,9℃,13.3A,114.5V,3000kOhm,54%,3704mV,3697mV,10293.3km
2019/1/1 15:16:31,0,0,行驶,未踩,23%,D,ON,正常模式,3.84375km/h,准备完毕,21Nm,264rpm,8A,115V,4℃,9℃,15.8A,114.4V,3000kOhm,54%,3704mV,3698mV,10293.3km
2019/1/1 15:16:33,0,0,行驶,未踩,20%,D,ON,正常模式,8.765625km/h,准备完毕,21Nm,649rpm,17A,114V,5℃,9℃,25.6A,113.9V,3000kOhm,54%,3701mV,3670mV,10293.3km
2019/1/1 15:16:35,0,0,行驶,未踩,29%,D,ON,正常模式,12.59375km/h,准备完毕,39Nm,940rpm,48A,113V,5℃,9℃,53.2A,112.9V,3000kOhm,54%,3694mV,3674mV,10293.39km
2019/1/1 15:16:37,0,0,行驶,未踩,30%,D,ON,正常模式,18.8125km/h,准备完毕,36Nm,1392rpm,59A,113V,5℃,10℃,63.4A,112.4V,2999kOhm,54%,3645mV,3632mV,10293.39km
2019/1/1 15:16:39,0,0,行驶,未踩,30%,D,ON,正常模式,24.32813km/h,准备完毕,32Nm,1769rpm,62A,113V,5℃,10℃,71A,112V,3000kOhm,54%,3624mV,3609mV,10293.39km
2019/1/1 15:16:41,0,0,行驶,未踩,23%,D,ON,正常模式,26.32813km/h,准备完毕,14Nm,1910rpm,27A,114V,5℃,10℃,37.9A,113.4V,3000kOhm,54%,3665mV,3637mV,10293.39km
2019/1/1 15:16:43,0,0,行驶,未踩,21%,D,ON,正常模式,27.23438km/h,准备完毕,11Nm,1972rpm,23A,114V,5℃,10℃,34.2A,113.5V,2999kOhm,54%,3662mV,3640mV,10293.39km
2019/1/1 15:16:45,0,0,行驶,踩下,0%,D,ON,正常模式,22.5625km/h,准备完毕,-12Nm,1589rpm,-13A,115V,5℃,11℃,-3.6A,115V,3000kOhm,54%,3722mV,3714mV,10293.39km
2019/1/1 15:16:47,0,0,行驶,未踩,24%,D,ON,正常模式,19.4375km/h,准备完毕,21Nm,1392rpm,31A,114V,5℃,10℃,31.1A,113.7V,3000kOhm,54%,3709mV,3704mV,10293.39km
2019/1/1 15:16:49,0,0,行驶,未踩,22%,D,ON,正常模式,21.3125km/h,准备完毕,16Nm,1550rpm,25A,114V,5℃,10℃,36A,113.4V,3000kOhm,54%,3658mV,3650mV,10293.39km
2019/1/1 15:16:51,0,0,行驶,未踩,32%,D,ON,正常模式,24.76563km/h,准备完毕,34Nm,1803rpm,67A,112V,6℃,10℃,78.2A,111.9V,3000kOhm,54%,3627mV,3614mV,10293.39km
2019/1/1 15:16:53,0,0,行驶,未踩,36%,D,ON,正常模式,30.14063km/h,准备完毕,37Nm,2205rpm,89A,112V,6℃,10℃,95.7A,110.9V,3000kOhm,53%,3615mV,3588mV,10293.5km
2019/1/1 15:16:55,0,0,行驶,未踩,29%,D,ON,正常模式,34.48438km/h,准备完毕,21Nm,2505rpm,50A,113V,6℃,11℃,61.5A,112.2V,3000kOhm,53%,3600mV,3581mV,10293.5km
2019/1/1 15:16:57,0,0,行驶,未踩,35%,D,ON,正常模式,36.4375km/h,准备完毕,30Nm,2635rpm,82A,111V,6℃,11℃,87.7A,111.3V,3000kOhm,53%,3629mV,3611mV,10293.5km
2019/1/1 15:16:59,0,0,行驶,未踩,35%,D,ON,正常模式,39.57813km/h,准备完毕,27Nm,2850rpm,79A,111V,6℃,11℃,88.8A,111.1V,3000kOhm,53%,3605mV,3584mV,10293.5km
2019/1/1 15:17:01,0,0,行驶,未踩,29%,D,ON,正常模式,41.84375km/h,准备完毕,18Nm,3067rpm,53A,112V,6℃,11℃,59.4A,112V,3000kOhm,53%,3615mV,3595mV,10293.5km
2019/1/1 15:17:03,0,0,行驶,未踩,9%,D,ON,正常模式,41.59375km/h,准备完毕,0Nm,2991rpm,0A,114V,6℃,11℃,12.3A,114V,3000kOhm,53%,3686mV,3677mV,10293.5km
2019/1/1 15:17:05,0,0,行驶,未踩,0%,D,ON,正常模式,39.28125km/h,准备完毕,-8Nm,2817rpm,-18A,115V,6℃,11℃,-6.8A,114.8V,3000kOhm,53%,3688mV,3682mV,10293.59km
2019/1/1 15:17:07,0,0,行驶,未踩,17%,D,ON,正常模式,35.76563km/h,准备完毕,4Nm,2624rpm,10A,114V,7℃,11℃,16.4A,114V,3000kOhm,53%,3713mV,3705mV,10293.59km
2019/1/1 15:17:09,0,0,行驶,未踩,33%,D,ON,正常模式,37.10938km/h,准备完毕,27Nm,2674rpm,74A,112V,7℃,11℃,79.6A,111.1V,2999kOhm,53%,3600mV,3582mV,10293.59km
2019/1/1 15:17:11,0,0,行驶,未踩,30%,D,ON,正常模式,38.82813km/h,准备完毕,20Nm,2827rpm,55A,112V,7℃,11℃,60.7A,112V,3000kOhm,53%,3626mV,3612mV,10293.59km
2019/1/1 15:17:13,0,0,行驶,未踩,0%,D,ON,正常模式,38.76563km/h,准备完毕,0Nm,2779rpm,0A,115V,7℃,11℃,14.9A,113.9V,3000kOhm,53%,3674mV,3656mV,10293.59km
2019/1/1 15:17:15,0,0,行驶,未踩,0%,D,ON,正常模式,35.64063km/h,准备完毕,-8Nm,2556rpm,-16A,115V,7℃,11℃,-5A,114.8V,3000kOhm,53%,3712mV,3705mV,10293.69km
2019/1/1 15:17:17,0,0,行驶,未踩,24%,D,ON,正常模式,33.45313km/h,准备完毕,13Nm,2430rpm,31A,114V,7℃,11℃,36.7A,113.2V,3000kOhm,53%,3690mV,3678mV,10293.69km
2019/1/1 15:17:19,0,0,行驶,未踩,32%,D,ON,正常模式,36.01563km/h,准备完毕,26Nm,2624rpm,70A,112V,7℃,11℃,77.3A,111.5V,3000kOhm,53%,3619mV,3601mV,10293.69km
2019/1/1 15:17:21,0,0,行驶,未踩,30%,D,ON,正常模式,38.8125km/h,准备完毕,19Nm,2807rpm,54A,113V,7℃,11℃,66.9A,111.9V,3000kOhm,53%,3613mV,3596mV,10293.69km
2019/1/1 15:17:23,0,0,行驶,未踩,0%,D,ON,正常模式,37.54688km/h,准备完毕,-8Nm,2701rpm,-17A,115V,7℃,11℃,-6.2A,114.7V,3000kOhm,53%,3676mV,3621mV,10293.69km
2019/1/1 15:17:25,0,0,行驶,未踩,14%,D,ON,正常模式,33.98438km/h,准备完毕,3Nm,2498rpm,7A,114V,7℃,11℃,18.9A,113.8V,3000kOhm,53%,3709mV,3703mV,10293.8km
2019/1/1 15:17:27,0,0,行驶,未踩,25%,D,ON,正常模式,33.07813km/h,准备完毕,15Nm,2384rpm,34A,113V,7℃,11℃,40.8A,113.1V,2999kOhm,53%,3673mV,3666mV,10293.8km
2019/1/1 15:17:29,0,0,行驶,未踩,17%,D,ON,正常模式,32.4375km/h,准备完毕,3Nm,2342rpm,6A,114V,7℃,11℃,18.6A,113.8V,3000kOhm,53%,3669mV,3641mV,10293.8km
2019/1/1 15:17:31,0,0,行驶,踩下,0%,D,ON,正常模式,30.70313km/h,准备完毕,-17Nm,2193rpm,-28A,116V,7℃,11℃,-17.3A,115.2V,2999kOhm,53%,3677mV,3669mV,10293.8km
2019/1/1 15:17:33,0,0,行驶,踩下,0%,D,ON,正常模式,23.57813km/h,准备完毕,-13Nm,1668rpm,-16A,115V,7℃,11℃,-5.8A,114.8V,2999kOhm,53%,3719mV,3712mV,10293.8km
2019/1/1 15:17:35,0,0,行驶,踩下,0%,D,ON,正常模式,14.375km/h,准备完毕,-5Nm,1015rpm,-4A,115V,7℃,11℃,8.1A,114.3V,3000kOhm,53%,3710mV,3701mV,10293.8km
2019/1/1 15:17:37,0,0,行驶,未踩,0%,D,ON,正常模式,10.89063km/h,准备完毕,0Nm,784rpm,0A,115V,6℃,11℃,12.1A,114.2V,2999kOhm,53%,3703mV,3689mV,10293.8km
2019/1/1 15:17:39,0,0,行驶,未踩,29%,D,ON,正常模式,12.10938km/h,准备完毕,42Nm,899rpm,50A,113V,7℃,11℃,51.7A,112.6V,3000kOhm,53%,3678mV,3661mV,10293.8km
2019/1/1 15:17:41,0,0,行驶,未踩,4%,D,ON,正常模式,14.46875km/h,准备完毕,1Nm,1033rpm,1A,115V,6℃,11℃,13.2A,114.1V,3000kOhm,53%,3660mV,3632mV,10293.8km
2019/1/1 15:17:43,0,0,行驶,踩下,0%,D,ON,正常模式,8.265625km/h,准备完毕,0Nm,563rpm,0A,115V,7℃,11℃,12.3A,114.2V,2999kOhm,53%,3696mV,3687mV,10293.89km
2019/1/1 15:17:45,0,0,行驶,未踩,0%,D,ON,正常模式,2.96875km/h,准备完毕,0Nm,211rpm,0A,115V,6℃,11℃,12.1A,114.2V,3000kOhm,53%,3692mV,3684mV,10293.89km
2019/1/1 15:17:47,0,0,行驶,未踩,37%,D,ON,正常模式,4.171875km/h,准备完毕,73Nm,344rpm,56A,113V,7℃,11℃,44.5A,112.9V,3000kOhm,53%,3692mV,3684mV,10293.89km
2019/1/1 15:17:49,0,0,行驶,未踩,39%,D,ON,正常模式,16.375km/h,准备完毕,63Nm,1229rpm,101A,111V,6℃,11℃,96.5A,110.7V,2999kOhm,53%,3624mV,3599mV,10293.89km
2019/1/1 15:17:51,0,0,行驶,未踩,33%,D,ON,正常模式,25.53125km/h,准备完毕,39Nm,1870rpm,85A,111V,7℃,11℃,94.3A,110.8V,2999kOhm,53%,3593mV,3571mV,10293.89km
2019/1/1 15:17:53,0,0,行驶,未踩,34%,D,ON,正常模式,30.92188km/h,准备完毕,33Nm,2237rpm,80A,111V,7℃,12℃,88.9A,110.9V,2999kOhm,53%,3616mV,3577mV,10293.89km
2019/1/1 15:17:55,0,0,行驶,未踩,34%,D,ON,正常模式,35.1875km/h,准备完毕,31Nm,2559rpm,84A,111V,7℃,13℃,93.3A,110.9V,3000kOhm,53%,3599mV,3581mV,10293.89km
2019/1/1 15:17:57,0,0,行驶,未踩,24%,D,ON,正常模式,37.76563km/h,准备完毕,11Nm,2747rpm,28A,113V,8℃,13℃,40.5A,112.7V,3000kOhm,53%,3636mV,3586mV,10293.89km
2019/1/1 15:17:59,0,0,行驶,未踩,17%,D,ON,正常模式,37.51563km/h,准备完毕,5Nm,2702rpm,12A,114V,8℃,13℃,27.3A,113.2V,3000kOhm,53%,3652mV,3642mV,10293.89km
2019/1/1 15:18:01,0,0,行驶,未踩,17%,D,ON,正常模式,36.35938km/h,准备完毕,5Nm,2620rpm,12A,114V,8℃,13℃,24.9A,113.4V,2999kOhm,53%,3672mV,3664mV,10294km
2019/1/1 15:18:03,0,0,行驶,踩下,0%,D,ON,正常模式,34.125km/h,准备完毕,-18Nm,2445rpm,-34A,116V,8℃,13℃,-25.4A,115.3V,3000kOhm,53%,3699mV,3676mV,10294km
2019/1/1 15:18:05,0,0,行驶,踩下,0%,D,ON,正常模式,24.48438km/h,准备完毕,-13Nm,1736rpm,-17A,115V,9℃,13℃,-6.5A,114.7V,3000kOhm,53%,3724mV,3716mV,10294km
2019/1/1 15:18:07,0,0,行驶,踩下,0%,D,ON,正常模式,15.64063km/h,准备完毕,-6Nm,1104rpm,-5A,115V,9℃,13℃,6.9A,114.2V,3000kOhm,53%,3703mV,3694mV,10294km
2019/1/1 15:18:09,0,0,行驶,未踩,0%,D,ON,正常模式,10.04688km/h,准备完毕,0Nm,725rpm,0A,115V,9℃,13℃,13A,114V,2999kOhm,53%,3687mV,3681mV,10294km
2019/1/1 15:18:11,0,0,行驶,未踩,34%,D,ON,正常模式,15.53125km/h,准备完毕,51Nm,1150rpm,75A,112V,9℃,12℃,76.3A,111.5V,3000kOhm,53%,3671mV,3635mV,10294km
2019/1/1 15:18:13,0,0,行驶,未踩,19%,D,ON,正常模式,19.95313km/h,准备完毕,13Nm,1436rpm,22A,114V,9℃,12℃,41.7A,112.8V,3000kOhm,53%,3664mV,3641mV,10294km
2019/1/1 15:18:15,0,0,行驶,未踩,17%,D,ON,正常模式,23.17188km/h,准备完毕,10Nm,1676rpm,20A,114V,9℃,13℃,36.4A,112.9V,2999kOhm,53%,3645mV,3633mV,10294km
2019/1/1 15:18:17,0,0,行驶,踩下,0%,D,ON,正常模式,21.5625km/h,准备完毕,-12Nm,1532rpm,-13A,115V,9℃,13℃,4.3A,114.2V,3000kOhm,53%,3683mV,3674mV,10294km
2019/1/1 15:18:19,0,0,行驶,未踩,11%,D,ON,正常模式,17.53125km/h,准备完毕,2Nm,1213rpm,2A,114V,9℃,13℃,15.7A,113.9V,3000kOhm,53%,3700mV,3689mV,10294.09km
